age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
43,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,101,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
49,technician,married,professional.course,no,no,no,telephone,may,fri,736,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
41,technician,married,unknown,no,yes,yes,cellular,may,mon,963,1,3,2,success,-1.8,92.893,-46.2,1.354,5099.1,1
39,services,married,university.degree,no,no,no,cellular,apr,thu,237,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
34,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,10,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,265,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0
30,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,535,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
54,services,single,high.school,unknown,no,no,telephone,may,thu,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
41,blue-collar,divorced,unknown,no,yes,no,cellular,jul,tue,242,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
58,technician,married,basic.4y,no,yes,no,telephone,oct,wed,88,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0
25,technician,married,university.degree,no,no,no,cellular,may,mon,106,1,999,2,failure,-1.8,92.893,-46.2,1.354,5099.1,0
50,management,married,professional.course,no,yes,no,cellular,nov,fri,381,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,224,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
37,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,90,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27,technician,single,professional.course,no,no,no,cellular,may,tue,415,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
42,management,divorced,university.degree,unknown,yes,no,cellular,jul,mon,141,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
59,retired,married,unknown,no,yes,no,cellular,aug,fri,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
32,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,196,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
31,admin.,married,high.school,no,no,no,cellular,apr,thu,125,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
49,services,married,high.school,unknown,yes,no,cellular,jul,wed,346,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
40,technician,married,basic.9y,unknown,no,yes,telephone,may,thu,171,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
53,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,209,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
46,admin.,married,professional.course,no,no,no,cellular,aug,fri,385,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
34,admin.,single,high.school,no,no,no,cellular,nov,wed,740,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,tue,296,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,self-employed,married,university.degree,unknown,yes,no,cellular,nov,fri,110,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
75,retired,married,unknown,no,yes,no,cellular,apr,thu,237,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,0
54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,288,7,6,2,success,-3,92.713,-33,0.715,5023.5,1
52,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
28,unknown,single,basic.9y,unknown,yes,no,telephone,may,wed,102,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
33,admin.,single,professional.course,no,yes,no,cellular,jul,thu,143,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
48,admin.,married,basic.6y,no,yes,no,telephone,mar,mon,382,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,1
33,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,99,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,0
42,management,married,high.school,no,yes,no,cellular,jul,fri,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
41,technician,married,university.degree,no,yes,yes,cellular,may,fri,170,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
39,admin.,single,university.degree,no,no,no,cellular,may,wed,68,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
41,technician,married,university.degree,no,yes,yes,cellular,aug,tue,124,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
39,admin.,married,university.degree,no,yes,no,cellular,aug,fri,169,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,blue-collar,married,professional.course,unknown,no,no,cellular,apr,thu,140,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,446,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,services,single,basic.9y,no,no,no,telephone,may,mon,730,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,102,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,unemployed,married,basic.9y,unknown,yes,no,telephone,jun,fri,14,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
35,admin.,married,professional.course,no,yes,yes,telephone,may,fri,95,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
55,technician,married,professional.course,no,no,no,cellular,nov,fri,348,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,316,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,402,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,0
28,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,229,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32,self-employed,married,basic.9y,no,no,no,telephone,may,fri,101,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,admin.,married,university.degree,no,no,no,cellular,nov,fri,103,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
30,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,85,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
49,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,86,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
24,unknown,single,university.degree,no,no,no,cellular,jun,tue,119,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,1
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,176,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
48,management,married,university.degree,no,no,no,cellular,aug,tue,115,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
59,management,married,university.degree,no,yes,no,cellular,aug,wed,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
49,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
39,services,single,basic.9y,unknown,yes,no,cellular,apr,mon,54,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,495,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
30,services,married,high.school,unknown,no,yes,telephone,jun,fri,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
40,services,divorced,high.school,no,no,no,cellular,may,thu,96,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,30,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
56,technician,married,professional.course,unknown,no,no,telephone,jun,thu,48,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
36,admin.,married,university.degree,no,no,no,cellular,aug,mon,123,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
30,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,74,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
57,admin.,married,high.school,no,yes,no,cellular,apr,tue,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1
27,unemployed,married,basic.9y,no,no,no,telephone,may,thu,84,14,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
33,admin.,single,professional.course,no,yes,no,telephone,nov,fri,240,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
57,housemaid,married,basic.4y,no,yes,no,telephone,jun,mon,210,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
37,admin.,married,university.degree,no,yes,yes,cellular,may,wed,318,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
37,admin.,single,high.school,no,no,no,telephone,jun,wed,61,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
25,blue-collar,single,high.school,no,no,no,cellular,jul,mon,122,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
57,retired,single,unknown,unknown,yes,no,cellular,jul,tue,189,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
54,technician,married,professional.course,unknown,no,no,cellular,aug,tue,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,admin.,single,high.school,no,yes,no,cellular,may,tue,200,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,blue-collar,married,unknown,no,no,no,cellular,apr,thu,1174,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
37,technician,married,basic.9y,no,no,no,telephone,may,fri,71,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
34,technician,married,professional.course,no,yes,no,cellular,aug,fri,168,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
24,student,single,professional.course,no,yes,no,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,173,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36,housemaid,married,basic.4y,no,unknown,unknown,cellular,aug,tue,23,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,148,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,153,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
43,services,married,basic.6y,no,yes,no,cellular,nov,fri,158,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
26,student,single,basic.9y,no,yes,no,cellular,aug,wed,582,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1
71,housemaid,married,basic.4y,no,yes,no,cellular,nov,tue,193,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1
46,unemployed,married,professional.course,no,no,no,cellular,jul,tue,182,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
40,technician,single,high.school,no,no,no,telephone,may,tue,151,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,37,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,795,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1
41,management,divorced,basic.6y,no,yes,no,cellular,nov,thu,167,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
48,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
25,services,single,high.school,no,no,no,cellular,jul,wed,643,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
47,technician,single,university.degree,no,no,yes,telephone,jun,mon,67,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
50,admin.,married,university.degree,no,yes,no,cellular,dec,tue,410,3,999,0,nonexistent,-3,92.713,-33,0.708,5023.5,1
47,technician,married,basic.9y,no,no,no,telephone,may,tue,227,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
44,services,single,high.school,no,yes,no,cellular,may,fri,161,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
50,management,married,university.degree,no,no,no,cellular,sep,thu,718,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,0
29,admin.,single,high.school,no,yes,no,cellular,aug,fri,121,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
31,admin.,married,high.school,no,no,no,telephone,may,fri,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
27,technician,single,university.degree,no,yes,no,cellular,oct,wed,184,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,1
51,retired,divorced,basic.4y,no,yes,yes,cellular,nov,mon,94,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
25,admin.,single,university.degree,no,no,no,cellular,aug,thu,215,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
33,management,married,basic.9y,no,yes,no,telephone,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
32,management,single,university.degree,no,no,no,cellular,jun,mon,152,2,3,1,success,-2.9,92.963,-40.8,1.281,5076.2,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
47,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
45,technician,married,professional.course,no,no,no,telephone,nov,thu,35,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
36,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,158,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,272,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
25,services,single,high.school,no,yes,no,telephone,may,mon,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,entrepreneur,married,basic.9y,no,no,no,telephone,jun,mon,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
31,services,married,high.school,unknown,no,yes,telephone,jun,thu,62,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
29,management,married,university.degree,no,yes,no,cellular,may,wed,281,4,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,1
30,blue-collar,single,unknown,no,yes,no,telephone,jun,thu,400,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
26,services,single,high.school,unknown,yes,no,cellular,jul,fri,34,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,308,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
33,admin.,married,university.degree,no,yes,yes,cellular,may,thu,444,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,121,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,140,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
26,admin.,single,university.degree,no,yes,no,cellular,jul,tue,83,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
27,blue-collar,single,basic.4y,no,no,no,cellular,jul,thu,451,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
33,entrepreneur,married,university.degree,no,yes,yes,cellular,jul,mon,285,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
25,services,married,high.school,no,no,no,cellular,jul,tue,329,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,unknown,married,basic.4y,no,no,no,telephone,apr,mon,151,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0
53,retired,married,basic.4y,unknown,yes,no,telephone,may,thu,217,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
57,retired,married,basic.4y,unknown,yes,no,telephone,may,mon,156,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
50,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,thu,386,1,6,3,success,-1.7,94.215,-40.3,0.899,4991.6,1
34,technician,married,professional.course,no,yes,no,telephone,aug,thu,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
37,technician,single,university.degree,no,yes,no,cellular,aug,tue,178,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
53,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,205,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
40,technician,single,professional.course,no,yes,no,cellular,apr,mon,250,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
36,services,single,high.school,no,no,no,cellular,may,wed,15,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
41,self-employed,divorced,university.degree,no,no,no,cellular,aug,thu,182,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
41,services,divorced,high.school,no,yes,yes,telephone,jun,mon,273,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
37,services,married,high.school,unknown,yes,no,telephone,jun,tue,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
42,admin.,married,professional.course,no,no,no,telephone,may,wed,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
30,self-employed,married,high.school,no,no,no,cellular,nov,wed,67,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
30,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
39,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,thu,76,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
44,technician,married,professional.course,no,yes,no,telephone,may,thu,515,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
58,management,unknown,university.degree,no,yes,no,telephone,may,mon,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,management,married,university.degree,no,no,no,telephone,may,fri,214,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,258,2,6,3,success,-1.7,94.027,-38.3,0.905,4991.6,1
37,admin.,married,high.school,unknown,yes,no,telephone,may,thu,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
30,admin.,single,university.degree,no,yes,no,cellular,jul,mon,243,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44,admin.,married,university.degree,unknown,yes,no,telephone,may,thu,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,180,2,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,0
29,blue-collar,divorced,high.school,no,yes,no,telephone,jul,thu,178,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
30,admin.,married,university.degree,no,no,no,cellular,aug,mon,180,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
25,admin.,single,high.school,no,yes,no,cellular,apr,wed,416,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
52,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
56,housemaid,divorced,basic.4y,unknown,yes,no,telephone,jun,tue,77,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
36,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,312,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,264,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,technician,single,professional.course,no,no,yes,cellular,nov,tue,76,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
60,retired,married,high.school,no,no,no,cellular,dec,thu,472,1,999,0,nonexistent,-3,92.713,-33,0.72,5023.5,1
44,services,single,high.school,no,yes,yes,cellular,nov,wed,277,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
33,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,technician,married,professional.course,no,yes,no,cellular,aug,mon,105,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
43,unemployed,married,high.school,unknown,yes,no,cellular,jul,mon,149,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
44,blue-collar,married,high.school,no,yes,no,telephone,may,mon,592,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,admin.,single,university.degree,no,yes,no,cellular,apr,thu,388,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1
37,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
42,technician,married,professional.course,no,no,no,cellular,aug,mon,271,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37,technician,married,professional.course,no,yes,no,telephone,jun,thu,683,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
32,admin.,single,high.school,no,yes,no,cellular,nov,mon,92,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
50,services,married,high.school,no,yes,no,cellular,jul,fri,60,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
36,technician,single,professional.course,no,yes,no,cellular,nov,thu,61,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
34,admin.,married,high.school,no,no,yes,cellular,may,wed,811,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
46,admin.,divorced,basic.9y,no,yes,no,cellular,may,fri,275,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
47,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,72,6,6,1,success,-1.8,92.893,-46.2,1.313,5099.1,0
25,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,793,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
22,services,single,high.school,no,yes,no,telephone,jun,mon,94,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
49,technician,married,basic.4y,no,yes,no,cellular,jul,thu,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
26,admin.,married,university.degree,no,no,no,cellular,jul,tue,503,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
45,management,married,professional.course,no,no,no,cellular,nov,thu,993,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
53,self-employed,divorced,university.degree,no,yes,no,cellular,nov,mon,125,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
31,technician,married,university.degree,no,no,no,telephone,may,fri,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
42,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,347,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
36,entrepreneur,married,unknown,unknown,yes,no,telephone,may,fri,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
56,admin.,single,basic.9y,no,yes,no,telephone,jun,wed,341,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
50,self-employed,married,basic.4y,unknown,no,no,telephone,aug,tue,112,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
44,admin.,married,unknown,no,no,no,cellular,apr,wed,251,4,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,0
53,admin.,married,high.school,no,yes,no,telephone,may,tue,520,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
34,admin.,married,university.degree,no,yes,no,cellular,sep,wed,691,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0
36,technician,married,professional.course,no,yes,no,telephone,may,fri,84,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
32,admin.,single,university.degree,no,no,no,telephone,may,tue,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,admin.,married,high.school,no,yes,no,cellular,aug,fri,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
27,admin.,single,unknown,no,no,no,cellular,mar,mon,291,1,999,3,failure,-1.8,93.369,-34.8,0.639,5008.7,1
56,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,mon,86,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
41,entrepreneur,married,university.degree,no,yes,no,cellular,may,wed,276,1,12,1,success,-1.8,92.893,-46.2,1.281,5099.1,0
46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,50,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
65,retired,married,unknown,no,no,no,cellular,may,tue,318,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
37,services,divorced,professional.course,no,no,no,cellular,may,fri,258,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,24,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
52,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,294,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
47,admin.,single,university.degree,no,yes,no,cellular,jun,mon,243,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1
44,unemployed,single,basic.4y,no,no,no,telephone,jun,wed,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,admin.,married,university.degree,no,yes,no,telephone,jun,wed,102,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
